01.01.2009;-0,035
01.04.2009;-0,041
01.07.2009;-0,033
01.10.2009;-0,002
01.01.2010;0,016
01.04.2010;0,027
01.07.2010;0,030
01.10.2010;0,028
01.01.2011;0,020
01.04.2011;0,019
01.07.2011;0,015
01.10.2011;0,020
01.01.2012;0,033
01.04.2012;0,028
01.07.2012;0,031
01.10.2012;0,020
01.01.2013;0,013
01.04.2013;0,016
01.07.2013;0,016
