time_index,year,qtr,CONSTR_bln_rub_fix,CONSTR_rog,CONSTR_yoy,CPI_ALCOHOL_rog,CPI_FOOD_rog,CPI_NONFOOD_rog,CPI_SERVICES_rog,CPI_rog,DWELL_mln_m2,DWELL_rog,DWELL_yoy,GDP_bln_rub,GOV_CONSOLIDATED_EXPENSE_ACCUM_bln_rub,GOV_CONSOLIDATED_REVENUE_ACCUM_bln_rub,GOV_FEDERAL_EXPENSE_ACCUM_bln_rub,GOV_FEDERAL_REVENUE_ACCUM_bln_rub,GOV_FEDERAL_SURPLUS_ACCUM_bln_rub,GOV_SUBFEDERAL_EXPENSE_ACCUM_bln_rub,GOV_SUBFEDERAL_REVENUE_ACCUM_bln_rub,GOV_SUBFEDERAL_SURPLUS_ACCUM_bln_rub,HH_REAL_DISPOSABLE_INCOME_rog,HH_REAL_DISPOSABLE_INCOME_yoy,IND_PROD_rog,IND_PROD_yoy,I_bln_rub,I_rog,I_yoy,PROD_AGRO_EGGS_mln,PROD_AGRO_EGGS_yoy,PROD_AGRO_MEAT_th_t,PROD_AGRO_MEAT_yoy,RETAIL_SALES_bln_rub,RETAIL_SALES_rog,RETAIL_SALES_yoy,RETAIL_USLUGI_bln_rub,RETAIL_USLUGI_rog,RETAIL_USLUGI_yoy,SOC_MONEY_INCOME_PER_CAPITA_rog,SOC_MONEY_INCOME_PER_CAPITA_rub,SOC_MONEY_INCOME_PER_CAPITA_yoy,SOC_PENSION_rub,SOC_REAL_MONEY_INCOME_rog,SOC_REAL_MONEY_INCOME_yoy,SOC_UNEMPLOYED_REGISTERED_BENEFITS_th,SOC_UNEMPLOYED_REGISTERED_th,SOC_UNEMPLOYED_bln,SOC_UNEMPLOYMENT_RATE_percent,SOC_WAGE_rog,SOC_WAGE_rub,SOC_WAGE_yoy,TRANS_COM_bln_t_km,TRANS_COM_rog,TRANS_COM_yoy,TRANS_RAILLOAD_mln_t,TRANS_RAILLOAD_rog,TRANS_RAILLOAD_yoy,TRANS_bln_t_km,TRANS_rog,TRANS_yoy,TURNOVER_CATERING_bln_rub,TURNOVER_CATERING_rog,TURNOVER_CATERING_yoy
2012-09-30,2012,3,1660.2,114.9,102.1,104.4,100.1,101.4,104.3,101.9,13.6,121.0,104.2,17442.0,13430.8,15024.0,7819.7,8352.1,532.3,4817.8,5213.1,395.3,100.1,104.5,,,3225.0,115.1,105.5,11011.0,102.0,2660.0,106.6,5492.4,105.6,105.6,1503.9,99.2,102.7,103.1,23280.7,112.7,9155.4,100.8,106.4,865.0,1058.0,3.9,5.1,98.5,26127.0,112.7,1210.0,99.8,104.0,324.0,99.6,103.3,1243.2,100.1,104.0,263.1,107.3,106.6
2012-12-31,2012,4,1879.5,108.0,99.5,102.2,101.8,101.4,100.5,101.4,31.1,2.3,109.1,18411.0,23174.7,23435.1,12895.0,12855.5,-39.4,8343.2,8064.5,-278.7,119.6,106.0,,,4900.5,149.7,103.2,9859.0,100.6,3966.0,102.3,6100.2,109.3,104.9,1596.6,105.5,103.8,120.2,27986.2,113.4,9168.8,118.7,106.5,831.0,1023.0,3.9,5.1,115.7,30233.0,113.1,1266.0,104.6,102.0,319.0,98.3,99.7,1299.7,104.5,102.0,295.4,110.5,108.4
2013-03-31,2013,1,939.6,53.6,104.6,108.6,102.1,101.3,101.2,101.9,10.4,,106.5,15892.0,3110.9,3206.6,2150.3,1981.3,-169.0,923.7,907.4,-16.2,76.5,105.9,,,1905.4,38.1,102.5,9817.0,99.0,2645.0,105.5,5241.3,84.0,104.0,1515.8,93.6,103.1,78.1,21864.6,114.3,9574.6,76.8,107.0,903.0,1085.0,4.4,5.8,90.4,27339.0,111.9,1225.0,96.7,98.3,294.0,94.2,95.9,1248.5,96.1,98.3,244.3,81.1,104.3
2013-06-30,2013,2,1395.3,148.6,98.8,102.5,102.1,100.8,101.9,101.6,12.2,116.9,108.3,17015.0,8871.4,9441.5,4924.2,5115.5,191.3,2956.3,3219.0,262.7,113.3,103.8,,,2918.7,152.8,100.2,11152.0,99.2,2659.0,106.9,5692.8,107.1,103.8,1592.2,103.3,101.1,115.7,25293.6,112.0,10013.8,114.0,104.7,844.0,1014.0,4.1,5.4,110.6,30245.0,113.8,1211.0,98.9,99.9,312.0,104.9,96.7,1242.4,99.5,100.0,271.1,109.3,105.2
2013-09-30,2013,3,1719.2,114.8,98.7,101.5,98.8,101.2,104.1,101.2,16.1,132.5,118.5,18543.0,14623.5,15472.1,7977.9,8418.2,440.2,5080.6,5161.6,81.0,99.5,103.2,,,3402.9,114.4,99.7,10651.0,96.7,2835.0,106.6,6052.0,105.8,104.0,1669.9,101.1,103.2,100.9,25527.8,109.7,10035.0,99.5,103.3,747.0,916.0,4.0,5.2,97.8,29578.0,113.2,1217.0,100.5,100.6,319.0,101.2,98.3,1252.2,100.8,100.7,292.3,106.2,104.1
2013-12-31,2013,4,1965.4,109.6,100.1,101.5,103.1,101.1,100.7,101.7,31.8,197.3,102.1,19567.0,25290.9,24442.7,13342.9,13019.9,-323.0,8806.6,8165.1,-641.5,120.2,103.6,,,5223.3,151.9,101.1,9666.0,98.0,4084.0,103.0,6699.8,108.9,103.6,1734.4,103.9,101.2,122.0,31142.4,111.3,10046.8,120.4,104.8,724.0,880.0,4.1,5.5,113.2,33269.0,110.6,1305.0,107.2,103.0,313.0,98.1,98.0,1340.5,107.0,103.1,323.8,109.2,102.8
2014-03-31,2014,1,934.2,51.2,95.6,106.0,103.7,101.4,101.4,102.3,14.0,,130.9,17139.0,3373.5,3579.8,2261.5,2368.6,107.0,1010.4,863.1,-147.4,71.8,97.2,,,1884.1,36.5,96.9,9564.0,97.4,2741.0,103.6,5792.9,84.2,103.9,1723.0,95.0,101.2,73.3,22823.3,104.4,10475.5,72.1,98.3,768.0,942.0,4.1,5.5,90.3,30057.0,111.1,1244.0,95.3,101.6,294.0,94.2,100.0,1268.9,94.6,101.6,268.8,81.5,103.5
2014-06-30,2014,2,1413.0,151.3,97.3,103.3,103.5,101.5,102.4,102.4,15.7,112.8,128.9,18884.0,9519.8,10572.3,5406.4,5882.6,476.2,3192.2,3493.1,300.8,117.6,100.8,,,2985.0,158.0,100.2,11075.0,97.7,2818.0,104.1,6256.7,105.3,102.1,1786.5,101.9,100.7,119.8,27347.2,108.1,10884.5,116.7,100.7,720.0,902.0,3.8,5.0,109.7,32963.0,110.2,1227.0,98.7,101.3,307.0,96.9,98.1,1257.3,99.1,101.2,296.0,107.9,102.1
2014-09-30,2014,3,1756.6,115.7,98.1,102.3,100.4,101.4,102.4,101.4,18.9,119.7,116.4,20407.0,15631.6,17143.4,8467.4,9439.6,972.3,5421.7,5704.7,283.0,101.2,102.6,,,3493.2,113.9,99.8,11108.0,102.8,3003.0,104.7,6697.3,105.6,101.6,1852.0,101.3,101.4,102.8,28112.9,110.1,10884.7,101.2,102.5,660.0,829.0,3.7,4.9,96.3,31730.0,108.3,1206.0,98.3,99.0,315.0,101.5,98.4,1241.2,98.7,99.0,318.4,106.0,101.6
2014-12-31,2014,4,2021.4,110.2,98.6,101.6,107.4,103.6,104.0,104.8,35.6,188.8,110.9,21515.0,27611.7,26766.1,14831.6,14496.9,-334.7,9353.3,8905.7,-447.6,113.0,96.5,,,5540.3,148.1,97.3,10004.0,102.2,4298.0,104.4,7609.3,110.0,103.1,1940.8,103.8,101.9,117.0,32901.2,105.7,10899.7,113.5,96.6,674.0,834.0,3.9,5.2,112.5,35685.0,107.7,1278.0,106.0,97.8,315.0,100.0,100.4,1312.6,105.8,97.8,350.9,107.5,100.2
2015-03-31,2015,1,981.4,46.3,94.7,105.0,111.8,106.8,103.3,107.4,18.6,,133.5,18210.0,4237.1,3403.0,2958.7,2278.9,-679.8,1003.7,803.5,-200.2,72.9,98.1,82.8,99.9,1960.7,34.8,94.1,9886.0,101.7,2944.0,106.2,6271.5,76.1,93.0,1873.1,93.3,99.7,78.1,25494.2,112.6,11679.1,72.4,97.1,792.0,972.0,4.4,5.7,88.9,31566.0,105.7,1225.0,95.9,98.5,293.0,94.9,99.5,1248.7,95.1,98.4,288.7,78.5,96.5
2015-06-30,2015,2,1385.8,140.7,94.8,102.5,99.6,101.8,101.5,101.0,16.1,86.2,102.0,19284.0,11360.5,10514.7,6304.5,5360.8,-943.7,3302.9,3846.6,543.7,114.7,95.7,102.6,98.3,2977.6,150.7,89.3,11347.0,102.4,2945.0,104.5,6595.9,102.2,90.4,1912.2,100.3,98.1,116.7,29762.9,109.6,12091.9,114.1,94.9,808.0,998.0,4.3,5.6,110.0,34703.0,105.9,1197.0,97.7,97.5,298.0,100.6,97.1,1222.6,97.9,97.2,310.9,104.8,93.7
2015-09-30,2015,3,1676.1,118.1,95.1,101.5,99.2,102.3,104.3,101.7,17.7,110.2,93.8,21294.0,18168.5,17316.8,9867.0,8959.9,-907.1,5661.9,6144.6,482.7,101.4,95.8,103.9,99.5,3428.7,111.0,86.9,11136.0,100.3,3161.0,105.3,7000.4,105.3,90.1,2012.9,101.7,97.4,103.2,30699.8,110.0,12080.6,101.7,95.3,773.0,950.0,4.1,5.3,95.1,32983.0,104.7,1223.0,102.2,101.4,312.0,103.8,99.1,1255.8,102.7,101.2,337.2,106.9,94.5
2015-12-31,2015,4,2105.1,124.3,95.7,101.4,103.7,102.2,100.7,102.3,32.9,186.1,92.5,22016.0,29741.5,26922.0,15620.3,13659.2,-1961.0,9479.8,9308.2,-171.6,115.7,98.1,112.3,99.1,5530.2,155.8,90.7,10203.0,102.0,4425.0,102.9,7670.6,106.6,87.3,2084.0,103.1,97.3,117.5,36078.9,110.5,12092.4,115.2,96.7,790.0,951.0,4.4,5.7,111.2,36692.0,103.3,1333.0,109.0,104.3,315.0,101.0,100.1,1363.4,108.6,103.9,368.0,107.5,94.5
2016-03-31,2016,1,967.8,46.2,95.4,102.1,102.3,102.3,101.4,102.1,15.6,,83.7,18561.0,3348.6,3264.7,1940.7,1841.9,-98.8,1081.8,880.3,-201.5,73.1,95.8,84.4,101.1,2093.5,36.9,98.8,10217.0,103.3,3112.0,105.7,6445.1,82.1,94.2,1988.8,94.2,98.8,74.2,26386.2,103.5,12299.0,72.7,95.7,882.0,1050.0,4.5,5.9,92.6,34000.0,107.7,1245.0,93.4,101.6,295.0,94.6,100.8,1267.1,92.9,101.5,294.8,78.6,94.8
2016-06-30,2016,2,1320.7,135.3,91.7,101.8,100.8,101.5,101.3,101.2,15.9,102.0,99.1,19979.0,11106.6,10213.0,6039.3,4645.7,-1393.6,3479.8,3910.3,430.5,112.1,93.7,103.1,101.5,3153.3,150.9,98.5,11502.0,101.4,3115.0,105.7,6692.8,102.1,94.1,2043.5,101.1,99.5,113.5,29938.4,100.6,12418.4,111.9,93.9,834.0,1011.0,4.3,5.7,110.0,37404.0,107.7,1209.0,97.2,101.1,307.0,103.9,103.0,1235.1,97.5,101.0,324.0,108.5,98.1
2016-09-30,2016,3,1704.1,124.1,96.4,101.4,98.9,101.4,102.1,100.7,18.0,113.2,101.8,22190.0,18101.9,17197.8,9588.5,8144.0,-1444.6,5872.6,6333.4,460.8,101.2,93.5,103.3,101.0,3666.5,114.2,100.5,11214.0,100.7,3239.0,102.5,7213.8,106.9,95.5,2138.6,102.1,100.0,102.7,30757.4,100.2,12415.6,101.7,94.0,741.0,905.0,4.1,5.3,95.5,35744.0,108.1,1260.0,104.2,103.0,313.0,101.1,100.3,1291.6,104.6,102.8,344.3,105.1,96.4
2016-12-31,2016,4,2191.8,126.4,98.0,101.0,102.3,101.3,100.1,101.3,30.3,168.0,91.9,,30888.8,27746.7,16416.4,13460.1,-2956.3,9936.4,9923.8,-12.6,116.2,93.9,113.1,101.7,5726.5,155.3,98.7,10594.0,103.8,4473.0,101.1,7785.4,106.3,95.2,2206.9,103.3,100.3,117.0,35973.2,99.7,12431.6,115.8,94.5,713.0,859.0,4.1,5.4,111.4,39824.0,107.7,1357.0,107.7,101.8,312.0,99.5,98.9,1388.0,107.5,101.8,370.6,106.6,95.6
