time_index,year,qtr,CONSTR_bln_rub_fix,CONSTR_rog,CONSTR_yoy,CPI_ALCOHOL_rog,CPI_FOOD_rog,CPI_NONFOOD_rog,CPI_SERVICES_rog,CPI_rog,DWELL_mln_m2,DWELL_rog,DWELL_yoy,GDP_bln_rub,GDP_yoy,GOV_CONSOLIDATED_EXPENSE_ACCUM_bln_rub,GOV_CONSOLIDATED_REVENUE_ACCUM_bln_rub,GOV_FEDERAL_EXPENSE_ACCUM_bln_rub,GOV_FEDERAL_REVENUE_ACCUM_bln_rub,GOV_FEDERAL_SURPLUS_ACCUM_bln_rub,GOV_SUBFEDERAL_EXPENSE_ACCUM_bln_rub,GOV_SUBFEDERAL_REVENUE_ACCUM_bln_rub,GOV_SUBFEDERAL_SURPLUS_ACCUM_bln_rub,IND_PROD_rog,IND_PROD_yoy,I_bln_rub,I_rog,I_yoy,NONFINANCIALS_PROFIT_CONSTRUCTION_bln_rub,NONFINANCIALS_PROFIT_MANUF_bln_rub,NONFINANCIALS_PROFIT_MINING_bln_rub,NONFINANCIALS_PROFIT_POWER_GAS_WATER_bln_rub,NONFINANCIALS_PROFIT_TRANS_COMM_bln_rub,PROD_AUTO_BUS_units,PROD_AUTO_PSGR_th,PROD_AUTO_TRUCKS_AND_CHASSIS_th,PROD_AUTO_TRUCKS_th,PROD_BYCYCLES_th,PROD_COAL_mln_t,PROD_EGGS_mln,PROD_EGGS_yoy,PROD_E_TWh,PROD_FOOTWEAR_mln_pair,PROD_GASOLINE_mln_t,PROD_NATURAL_AND_ASSOC_GAS_bln_m3,PROD_OIL_mln_t,PROD_RAILWAY_CARGO_WAGONS_units,PROD_RAILWAY_PSGR_WAGONS_units,PROD_STEEL_th_ton,PROD_WOOD_INDUSTRIAL_mln_solid_m3,PROD_WOOD_ROUGH_mln_solid_m3,RETAIL_SALES_bln_rub,RETAIL_SALES_rog,RETAIL_SALES_yoy,RETAIL_USLUGI_bln_rub,RETAIL_USLUGI_rog,RETAIL_USLUGI_yoy,SOC_EMPLOYED_mln,SOC_EMPLOYED_yoy,SOC_PENSION_rub,SOC_UNEMPLOYED_bln,SOC_UNEMPLOYMENT_percent,SOC_WAGE_rog,SOC_WAGE_rub,SOC_WAGE_yoy,TRADE_GOODS_EXPORT_bln_usd,TRADE_GOODS_EXPORT_rog,TRADE_GOODS_EXPORT_yoy,TRADE_GOODS_IMPORT_bln_usd,TRADE_GOODS_IMPORT_rog,TRADE_GOODS_IMPORT_yoy,TRANS_COM_bln_t_km,TRANS_COM_rog,TRANS_COM_yoy,TRANS_RAILLOAD_mln_t,TRANS_RAILLOAD_rog,TRANS_RAILLOAD_yoy,TRANS_bln_t_km,TRANS_rog,TRANS_yoy
1999-03-31,1999,1,50.9,80.5,92.0,118.2,118.4,114.0,109.5,116.0,4.1,,98.1,901.0,98.1,103.1,99.3,61.0,54.7,-6.3,49.2,51.7,2.5,,,96.8,,93.8,1039.0,13679.0,16080.0,-490.0,13312.0,14486.0,230.0,,39.6,92.4,67.1,7516.0,97.1,243.0,5.6,6.0,161.0,71.9,1051.0,143.0,11265.0,23.9,,379.0,88.0,88.1,90.6,90.5,104.2,61.1,102.4,403.1,10.2,14.3,99.4,1248.0,123.0,15.3,81.7,85.1,9.1,97.4,51.1,821.0,99.2,100.9,215.0,102.8,103.8,841.3,,
1999-06-30,1999,2,69.1,130.1,93.8,106.8,106.4,108.6,109.0,107.3,5.5,132.8,100.7,1102.0,103.1,380.8,349.9,213.4,173.7,-39.7,185.0,193.8,8.8,,,131.1,,99.2,4713.0,46463.0,40142.0,1932.0,35059.0,12413.0,243.0,,43.3,125.0,57.3,9086.0,98.2,186.0,7.8,6.4,142.0,73.3,1133.0,169.0,12765.0,15.7,,416.5,100.8,90.0,102.4,104.5,106.5,62.9,106.2,438.0,9.4,13.0,121.1,1511.0,141.1,17.1,111.9,91.6,10.1,110.9,58.1,831.0,101.2,106.5,234.0,107.6,111.8,852.6,101.3,
1999-09-30,1999,3,91.4,120.5,104.3,106.0,104.3,107.2,107.2,105.6,5.9,108.5,104.5,1373.0,111.4,694.4,658.7,381.7,334.3,-47.4,345.5,356.7,11.2,,,185.6,,105.0,8943.0,84184.0,67798.0,4726.0,60062.0,11300.0,243.0,,44.3,112.0,56.2,9077.0,104.5,177.0,8.2,7.2,131.0,74.7,1085.0,194.0,13561.0,17.1,,464.6,105.1,90.3,121.0,109.1,110.0,63.9,108.8,455.5,8.9,12.3,108.7,1642.0,151.5,18.9,110.5,98.5,9.5,93.8,70.6,833.0,100.2,109.0,244.0,103.1,119.5,857.9,100.6,
1999-12-31,1999,4,96.4,92.8,117.1,107.1,102.8,104.9,104.7,103.9,16.5,2.8,107.3,1447.0,112.0,1258.0,1213.6,666.9,615.5,-51.4,653.8,660.8,7.0,,,256.9,,117.4,14822.0,137998.0,109148.0,8241.0,97060.0,11822.0,238.0,,48.9,95.6,68.9,7456.0,105.5,240.0,8.3,6.6,158.0,75.0,871.0,210.0,13927.0,19.1,,537.3,110.6,103.1,129.7,101.4,104.7,63.6,107.6,499.5,9.1,12.5,117.4,1927.0,154.4,24.3,128.8,130.1,10.8,114.2,115.8,887.0,106.5,107.1,254.0,104.2,118.8,909.6,106.0,
2000-03-31,2000,1,78.8,76.3,111.1,114.3,101.4,105.0,108.0,104.1,4.1,,100.1,1527.0,111.4,184.8,217.4,111.2,138.3,27.1,82.3,87.8,5.5,,,165.8,,113.5,6506.0,58156.0,42820.0,4263.0,38674.0,12191.0,239.0,,45.2,144.0,71.1,7854.0,104.5,252.0,7.8,6.4,159.0,75.0,1075.0,182.0,14380.0,26.5,,517.7,92.4,108.2,122.9,86.9,104.4,63.6,104.1,582.6,8.8,12.1,98.6,1899.0,157.1,23.9,98.3,156.4,10.0,92.1,109.5,886.0,99.9,107.9,253.0,100.8,117.8,907.8,99.8,107.9
2000-06-30,2000,2,113.6,136.1,116.2,103.4,106.1,103.5,106.6,105.3,5.7,138.8,104.6,1697.0,110.2,609.5,717.7,333.9,415.5,81.6,311.6,338.2,26.6,,,236.0,,119.6,13461.0,118956.0,85725.0,9182.0,77801.0,13713.0,238.0,,46.4,191.0,60.5,9343.0,102.8,191.0,8.2,6.5,138.0,76.8,1241.0,193.0,14887.0,16.7,,542.8,101.3,108.7,138.3,107.1,105.1,65.6,104.3,667.1,7.7,10.4,113.1,2148.0,146.2,25.5,106.6,149.0,10.4,104.0,102.7,867.0,97.8,104.3,263.0,103.7,112.3,889.4,98.0,104.3
2000-09-30,2000,3,151.7,117.6,113.4,103.3,102.6,104.3,109.8,104.1,5.9,102.8,99.1,2038.0,110.5,1058.3,1232.3,556.0,693.0,137.0,565.1,602.1,37.0,,,330.2,,119.7,21976.0,192003.0,135333.0,15574.0,123448.0,14173.0,255.0,,47.0,135.0,55.6,9155.0,100.9,184.0,8.0,7.3,131.0,79.9,796.0,190.0,15172.0,17.4,,598.4,105.8,109.4,162.9,109.1,105.2,65.8,103.0,729.7,7.2,9.9,108.8,2336.0,148.0,26.6,104.6,141.1,11.1,107.2,117.3,868.0,100.1,104.2,259.0,97.6,106.3,895.8,100.7,104.4
2000-12-31,2000,4,159.7,92.5,112.9,102.3,106.1,104.6,105.7,105.4,14.6,2.5,88.3,2044.0,108.2,1960.1,2097.7,1029.2,1132.1,102.9,1032.1,1065.8,33.8,,,433.2,,116.1,30359.0,266128.0,188810.0,21280.0,171970.0,13924.0,237.0,,45.9,169.0,70.7,7733.0,103.7,251.0,8.0,7.0,156.0,81.1,917.0,237.0,14658.0,20.0,,693.4,110.5,109.4,178.7,102.8,104.1,65.2,102.5,797.9,7.1,9.8,113.5,2652.0,141.1,29.1,109.1,119.5,13.4,120.2,123.5,921.0,106.1,103.8,272.0,104.7,106.7,945.3,105.5,103.9
2001-03-31,2001,1,116.9,72.6,107.4,103.3,107.9,104.0,112.9,107.1,4.0,,97.8,1901.0,104.7,267.0,316.5,170.4,200.1,29.7,130.3,150.1,19.8,,,230.3,,107.0,8091.0,72158.0,52909.0,5344.0,47831.0,11419.0,246.0,,40.6,148.0,72.7,7737.0,98.5,256.0,8.1,6.9,157.0,79.5,926.0,191.0,14227.0,26.6,,665.2,91.1,107.9,168.7,85.9,103.2,64.3,101.6,880.3,7.0,9.8,104.8,2781.0,146.6,25.6,88.0,107.0,11.3,84.4,113.1,893.0,96.9,100.8,254.0,95.6,100.2,914.9,96.8,100.8
2001-06-30,2001,2,160.9,135.0,106.6,102.5,106.8,102.4,107.3,105.3,5.7,142.0,100.1,2105.0,105.0,822.0,999.7,465.0,585.3,120.3,444.7,502.1,57.4,,,318.8,,109.5,16434.0,144974.0,104123.0,11277.0,94571.0,12232.0,251.0,,39.4,170.0,62.4,9700.0,103.8,195.0,9.6,6.7,138.0,82.9,1407.0,206.0,15113.0,17.9,,729.6,105.0,111.9,194.2,107.5,103.7,65.3,100.5,984.1,6.2,8.7,110.8,3082.0,144.6,26.2,102.3,102.7,13.6,120.6,131.2,904.0,101.3,104.3,265.0,103.3,100.9,927.8,101.4,104.3
2001-09-30,2001,3,210.9,122.6,111.1,103.0,97.9,102.5,107.9,101.1,6.6,114.9,111.8,2488.0,106.0,1445.1,1675.7,804.8,979.4,174.6,786.3,842.3,56.0,,,421.1,,109.9,23785.0,210079.0,151244.0,16252.0,137294.0,16176.0,260.0,,43.1,121.0,63.9,9708.0,106.0,186.0,8.9,7.0,125.0,86.6,1737.0,245.0,15112.0,18.4,,783.3,105.7,111.7,219.3,106.9,101.9,65.8,100.7,1093.6,6.2,8.5,110.1,3393.0,147.9,25.6,97.9,96.1,13.2,97.2,119.0,902.0,99.8,103.9,268.0,100.3,103.7,932.3,100.5,104.1
2001-12-31,2001,4,215.1,95.1,114.3,103.2,104.5,103.3,104.8,104.1,15.4,2.3,105.5,2450.0,104.5,2419.4,2683.7,1321.9,1594.0,272.1,1330.2,1322.4,-7.8,,,534.5,,111.9,32331.0,286115.0,206748.0,21945.0,187521.0,16679.0,265.0,,49.5,74.5,70.5,8097.0,104.7,254.0,10.3,7.0,161.0,87.6,2448.0,217.0,14578.0,20.5,,891.9,110.8,111.9,229.5,99.9,98.7,65.3,100.5,1136.2,6.2,8.7,114.1,3872.0,146.5,24.6,96.0,84.6,15.6,118.0,116.8,952.0,105.5,103.4,270.0,100.4,99.5,978.6,105.0,103.5
2002-03-31,2002,1,136.3,65.3,102.7,103.3,104.3,102.7,114.5,105.4,4.8,,119.3,2262.0,103.8,342.6,453.8,217.3,306.4,89.1,167.7,189.8,22.1,94.0,103.1,270.1,,101.3,2513.0,30761.0,33999.0,-566.0,28418.0,17021.0,249.0,,38.7,126.0,63.0,8344.0,107.8,247.0,9.4,7.0,160.0,86.6,2122.0,147.0,14165.0,27.7,,828.0,89.2,109.6,232.1,91.3,104.5,65.8,102.2,1297.7,6.0,8.4,99.1,3836.0,138.0,21.9,89.0,85.6,12.3,79.1,109.4,937.0,98.5,105.0,248.0,93.9,97.7,961.1,98.2,105.1
2002-06-30,2002,2,188.8,135.6,103.2,101.9,103.2,103.1,105.1,103.4,6.4,132.1,111.0,2529.0,104.4,1122.2,1326.7,674.3,822.2,147.9,570.8,627.4,56.6,97.7,101.8,376.4,,103.5,7355.0,78522.0,75288.0,1414.0,64475.0,14624.0,262.0,,41.8,162.0,57.1,10113.0,104.3,196.0,10.9,6.7,143.0,89.5,2206.0,233.0,14955.0,17.3,,884.2,103.4,108.0,259.0,106.1,103.7,66.8,102.0,1334.4,5.6,7.7,111.0,4257.0,138.1,26.3,120.1,100.5,14.8,119.6,108.5,951.0,101.5,105.2,270.0,107.7,101.8,976.2,101.6,105.2
2002-09-30,2002,3,251.2,121.9,102.6,101.6,98.2,102.1,107.3,101.2,7.3,115.9,111.9,3013.0,104.4,1967.6,2218.1,1164.6,1388.1,223.5,1004.0,1031.0,27.0,104.7,105.1,494.5,,102.7,17690.0,170094.0,141617.0,8398.0,124603.0,16982.0,275.0,,44.4,128.0,61.4,9655.0,99.4,190.0,11.3,7.6,131.0,94.4,2958.0,250.0,15539.0,18.4,,963.5,107.5,109.9,288.3,106.3,103.4,67.7,102.9,1420.2,5.5,7.4,106.8,4547.0,134.5,28.9,110.0,113.0,15.7,106.5,118.8,965.0,101.5,107.0,282.0,103.3,104.9,997.2,102.2,107.0
2002-12-31,2002,4,254.7,95.5,103.0,101.8,105.3,102.5,105.5,104.3,15.3,2.1,99.6,3027.0,106.2,3422.3,3519.2,2054.2,2204.7,150.5,1687.2,1633.6,-53.6,106.8,102.7,621.4,,103.1,22279.0,212476.0,174694.0,11039.0,154100.0,18065.0,195.0,,47.7,92.5,74.3,8266.0,102.1,258.0,10.6,7.7,162.0,96.5,3454.0,237.0,15224.0,20.8,,1089.7,110.6,109.6,308.6,100.3,103.2,66.4,101.6,1461.7,6.3,8.6,110.4,5018.0,129.9,30.2,104.4,122.9,18.1,115.3,116.0,1015.0,105.1,106.6,284.0,100.7,105.2,1041.7,104.5,106.4
2003-03-31,2003,1,172.7,71.0,112.1,104.0,104.9,102.8,110.6,105.2,5.6,,117.2,2851.0,107.5,451.3,540.5,293.0,368.0,75.0,206.6,220.8,14.2,98.6,107.7,330.0,,110.1,2836.0,63679.0,48122.0,23209.0,38043.0,17363.0,201.0,,42.3,143.0,73.3,8385.0,100.5,261.0,11.5,7.1,163.0,96.0,5290.0,230.0,15135.0,29.2,,1013.9,89.4,109.9,312.7,94.8,106.8,65.1,99.1,1488.8,6.4,9.0,95.7,4800.0,125.8,31.1,102.9,142.0,16.0,88.2,129.4,1009.0,99.4,107.6,269.0,96.9,108.6,1032.9,99.2,107.5
2003-06-30,2003,2,239.6,136.9,113.2,101.7,102.6,101.8,104.5,102.6,7.1,125.6,111.4,3102.0,107.9,1395.7,1624.5,855.5,1029.2,173.7,684.1,739.2,55.1,100.5,109.9,470.6,,113.1,9727.0,170717.0,126891.0,25864.0,81396.0,17883.0,259.0,,47.3,152.0,62.7,10284.0,101.7,204.0,11.7,7.1,148.0,99.9,6258.0,242.0,15883.0,18.2,,1071.9,103.3,109.8,344.2,105.3,106.6,66.2,99.3,1608.6,5.8,8.2,110.3,5296.0,124.8,31.7,102.2,120.8,18.2,113.9,123.2,1024.0,101.5,107.7,291.0,106.8,107.8,1049.6,101.6,107.5
2003-09-30,2003,3,313.0,121.9,113.1,101.6,98.4,101.9,103.6,100.6,7.6,107.7,103.6,3600.0,106.1,2397.1,2658.5,1454.2,1678.0,223.8,1182.9,1220.5,37.6,102.8,107.6,607.5,,111.8,20174.0,262921.0,180819.0,10017.0,151173.0,19892.0,284.0,,51.4,73.8,64.5,9747.0,101.0,196.0,11.3,7.4,142.0,105.0,6904.0,261.0,15956.0,19.6,,1142.5,105.2,107.5,377.8,104.5,105.2,67.1,992.0,1701.4,5.7,7.8,104.8,5549.0,123.0,34.9,110.1,120.8,19.6,107.5,124.5,1039.0,101.5,107.7,298.0,101.5,105.9,1072.1,102.1,107.5
2003-12-31,2003,4,317.4,95.2,112.8,102.4,104.1,102.4,102.1,103.1,16.1,2.1,105.3,3655.0,107.6,3964.9,4138.7,2358.6,2586.2,227.6,1984.3,1930.5,-53.8,108.8,110.2,778.3,,113.7,31922.0,339308.0,241097.0,22194.0,213945.0,21090.0,267.0,,51.9,46.6,76.2,8209.0,99.3,255.0,12.9,7.7,167.0,107.0,8521.0,292.0,15865.0,23.3,,1301.4,111.1,108.1,396.0,102.5,107.1,66.9,100.9,1749.0,5.8,7.9,115.3,6401.0,128.1,38.2,109.2,126.4,22.3,114.0,123.1,1099.0,105.7,108.3,302.0,101.3,106.4,1127.8,105.2,108.3
2004-03-31,2004,1,217.9,71.6,113.8,103.5,103.9,101.4,106.4,103.5,6.0,,105.7,3516.0,107.2,504.5,624.6,319.2,434.7,115.5,234.0,238.6,4.6,96.6,108.6,442.2,55.5,118.4,1072.0,117896.0,82429.0,40334.0,63868.0,16933.0,258.0,,49.2,101.0,73.8,8213.0,98.0,262.0,10.9,7.2,168.0,107.0,8886.0,257.0,16011.0,30.9,,1237.3,92.4,111.7,393.4,95.3,107.3,66.2,101.6,1763.7,6.3,8.8,96.4,6173.0,127.3,37.3,97.7,120.0,19.9,89.3,124.6,1086.0,98.8,107.6,289.0,96.7,107.5,1111.2,98.5,107.6
2004-06-30,2004,2,307.0,137.8,114.5,101.9,102.1,102.0,104.3,102.5,7.2,120.9,101.8,3972.0,108.0,1605.9,1964.3,974.3,1229.6,255.3,783.6,886.7,103.1,100.2,108.3,626.3,137.2,116.9,9098.0,272123.0,180216.0,34683.0,126825.0,19246.0,278.0,,51.3,128.0,65.4,9842.0,95.7,209.0,11.7,7.3,153.0,109.0,8531.0,301.0,16274.0,18.6,,1322.2,104.5,112.9,430.2,105.3,107.6,67.8,102.5,1889.1,5.4,7.3,107.7,6650.0,125.0,43.2,115.8,136.0,23.0,115.3,126.2,1099.0,101.2,107.3,304.0,105.2,104.5,1126.2,101.3,107.3
2004-09-30,2004,3,384.1,113.6,106.8,101.3,101.1,102.0,103.0,101.8,8.5,119.3,112.7,4594.0,107.3,2766.4,3380.6,1630.7,2114.9,484.2,1381.0,1511.0,130.0,102.9,108.3,783.3,120.6,111.8,18513.0,433561.0,340522.0,42640.0,202496.0,21651.0,303.0,,54.5,66.0,65.4,9575.0,98.2,200.0,11.4,7.8,144.0,114.0,8722.0,306.0,16757.0,19.7,,1430.5,106.0,113.6,473.5,107.0,110.8,68.2,101.5,1978.9,5.2,7.0,104.2,6930.0,123.7,48.5,112.2,138.7,25.0,108.7,127.5,1108.0,100.8,106.6,312.0,101.6,104.7,1141.7,101.4,106.5
2004-12-31,2004,4,404.6,96.1,107.8,101.8,105.3,101.8,103.0,103.4,19.3,2.2,119.7,4945.0,106.2,4669.7,5429.9,2698.9,3428.9,730.0,2373.0,2403.2,30.2,107.3,106.8,1013.2,124.0,111.2,33047.0,601635.0,425039.0,82676.0,263439.0,17894.0,271.0,,45.2,48.8,77.1,8271.0,100.8,261.0,12.4,8.2,168.0,113.0,9201.0,347.0,16603.0,23.0,,1652.5,112.3,114.9,492.7,100.0,107.8,67.2,100.4,2026.3,5.7,7.8,109.4,7582.0,117.5,54.3,111.9,142.2,29.5,118.3,132.3,1148.0,103.6,104.5,315.0,100.9,104.3,1179.0,103.3,104.5
2005-03-31,2005,1,280.0,71.5,107.6,102.6,105.4,101.1,112.6,105.3,6.6,,111.2,4459.0,105.6,631.1,1090.4,445.5,749.9,304.4,262.3,417.1,154.9,94.8,104.9,540.5,51.9,106.3,-724.0,231024.0,132118.0,57179.0,76661.0,15442.0,244.0,,41.6,47.9,76.7,8342.0,101.6,267.0,10.4,7.7,171.0,110.0,8921.0,254.0,16433.0,32.3,,1511.2,89.0,110.5,481.6,90.4,103.1,67.1,101.4,2125.4,5.7,7.8,100.7,7638.0,122.6,49.1,90.5,131.7,25.3,85.7,127.0,1113.0,97.0,102.5,299.0,104.6,103.4,1140.8,96.8,102.7
2005-06-30,2005,2,398.9,139.5,109.0,101.7,103.9,101.3,102.6,102.6,7.7,115.5,106.2,5078.0,106.0,1987.8,2907.4,1228.6,1966.8,738.2,959.5,1140.8,181.3,100.1,104.8,776.3,139.9,108.4,6795.0,445631.0,368190.0,72960.0,143951.0,19386.0,257.0,,51.6,88.0,67.5,10225.0,103.9,212.0,12.5,7.6,154.4,112.0,8814.0,255.0,16229.0,19.1,,1674.9,107.5,113.8,554.6,112.1,109.2,68.4,100.8,2324.2,5.1,7.0,107.9,8234.0,122.4,58.7,119.6,135.9,28.9,114.1,125.7,1130.0,101.5,102.8,317.0,104.6,104.1,1160.5,101.7,103.0
2005-09-30,2005,3,521.3,119.3,114.4,101.5,98.0,102.1,102.6,100.6,8.9,116.7,103.9,5845.0,106.0,3445.2,4801.3,2063.7,3236.6,1172.9,1700.0,1883.1,183.1,103.5,105.4,993.6,123.9,111.4,21787.0,724668.0,612183.0,79996.0,231139.0,18531.0,282.0,,57.7,53.7,70.3,9930.0,103.7,207.0,12.3,8.4,144.0,115.0,7190.0,343.0,16338.0,22.0,,1796.8,105.4,113.3,599.7,105.2,107.7,69.0,101.2,2466.6,5.1,6.8,105.3,8674.0,123.9,64.0,109.0,132.0,32.1,111.1,128.5,1125.0,99.6,101.6,325.0,101.7,104.2,1161.5,100.1,101.7
2005-12-31,2005,4,554.2,99.2,118.0,101.6,102.5,101.8,102.2,102.1,20.4,2.3,105.5,6228.0,107.8,6820.6,8579.6,3514.3,5127.2,1612.9,2941.2,2999.9,58.7,107.3,105.4,1300.7,127.2,114.3,39804.0,943674.0,804198.0,117805.0,326903.0,24876.0,285.0,,54.1,46.4,84.0,8643.0,104.5,267.0,12.0,8.3,171.4,116.0,10235.0,369.0,17262.0,24.7,,2058.6,112.4,113.5,628.8,101.9,109.2,68.8,102.4,2539.9,5.2,7.0,111.3,9651.0,126.2,68.3,106.7,125.8,37.6,117.1,127.3,1182.0,105.1,102.8,332.0,102.2,105.3,1212.6,104.3,102.8
2006-03-31,2006,1,330.2,62.8,103.6,102.2,107.1,101.3,108.0,105.0,6.3,,94.6,5793.0,107.3,702.9,1151.3,485.0,875.8,390.8,295.2,352.7,57.5,93.6,104.1,658.4,49.6,108.8,186.0,273745.0,199798.0,67163.0,93513.0,19263.0,256.0,,50.0,169.0,80.2,8672.0,104.0,281.0,12.7,8.1,174.0,112.0,7708.0,339.0,17008.0,30.9,,1857.2,87.5,111.4,600.0,89.2,107.3,68.3,101.8,2538.9,5.6,7.6,97.4,9397.0,122.3,66.4,97.3,135.3,30.7,81.8,121.5,1135.0,96.0,102.0,304.0,93.5,101.2,1163.4,95.9,101.9
2006-06-30,2006,2,520.2,154.8,115.0,101.8,100.6,101.0,101.9,101.1,9.4,150.5,123.3,6368.0,108.1,2365.5,3560.2,1502.1,2396.8,894.7,1080.0,1379.9,300.0,102.5,106.6,1017.6,151.4,117.7,16499.0,624789.0,416631.0,76006.0,210917.0,21683.0,297.0,,61.7,340.0,72.6,10332.0,101.0,223.0,15.1,8.0,158.0,115.0,8940.0,370.0,17940.0,19.9,,2068.1,109.6,113.6,689.4,112.2,107.7,69.0,101.0,2726.9,5.5,7.3,110.7,10401.0,125.1,75.6,113.8,128.7,38.8,126.1,134.2,1163.0,102.5,102.9,330.0,107.6,104.3,1193.6,102.6,102.8
